question,answer_text,answer_start,is_impossible,id,processed_question,processed_answer_text
"What did the Ae.Aegypti which is responsible for epidemics in Kenya, Comoros and Seychelles carry?",CHIKV with an alanine in the 226 position of the E1 gene (E1-A226),7580.0,False,2508.0,ae aegypti responsible epidemics kenya comoros seychelles carry,chikv alanine 226 position e1 gene e1 a226
"what was the result of the decline in population of Ae. Aegyptus  when the virus struck the Reunion Islands, due to massive use dichlorodiphenyltrichloroethane usage?"," in an ecological pressure, favoring replacement of alanine at position 226 with valine (E1-A226V) ",7876.0,False,2509.0,result decline population ae aegyptus virus struck reunion islands due massive use dichlorodiphenyltrichloroethane usage,ecological pressure favoring replacement alanine position 226 valine e1 a226v
What did this mutation allow?,"CHIKV's secondary vector species, Ae. albopictus, to supplement Ae. aegypti as its primary vector",8003.0,False,2510.0,mutation allow,chikv secondary vector species ae albopictus supplement ae aegypti primary vector
What vectored the large epidemic in La Reunion Islands?, Ae. albopictus,8182.0,False,2511.0,vectored large epidemic la reunion islands,ae albopictus
What percentage of population was affected?,34%,8247.0,False,2512.0,percentage population affected,34
Where were  the CHIKV strain found?,"All of the CHIKV strains isolated from Mayotte carried the E1-A226V mutation, and the mutation was also found in Madagascar in 2007 [",8291.0,False,2513.0,chikv strain found,chikv strains isolated mayotte carried e1 a226v mutation mutation also found madagascar 2007
What is the finding on E1-A226V in Indian Ocean?,"mutation was not present at the beginning of the Indian Ocean Islands outbreak (before September 2005). However, more than 90% of later viral strains found there had incorporated the mutation (December-March 2006), indicating a genotype switch during the winter season",8442.0,False,2514.0,finding e1 a226v indian ocean,mutation present beginning indian ocean islands outbreak september 2005 however 90 later viral strains found incorporated mutation december march 2006 indicating genotype switch winter season
What has the E1-A226V enabled?,an increase in infectivity of Ae. albopictus when compared to its infectivity of Ae. aegypti ,8761.0,False,2515.0,e1 a226v enabled,increase infectivity ae albopictus compared infectivity ae aegypti
What has become the preferred and lethal vector?,Ae. albopictus,8913.0,False,2516.0,become preferred lethal vector,ae albopictus
What was the finding on the Green Fluorescent tagged E1-A226V?, E1-A226V virus was 100 times more infective to Ae. albopictus than it was to Ae. aegypti,9075.0,False,2517.0,finding green fluorescent tagged e1 a226v,e1 a226v virus 100 times infective ae albopictus ae aegypti
What became the main vector in the Indian Ocean within 1-2 y after CHIKV was introduced?,Ae. albopictus,9204.0,False,2518.0,became main vector indian ocean within 1 2 chikv introduced,ae albopictus
how long Ae. aegypti been established in North America?,for over 300 ,9392.0,False,2519.0,long ae aegypti established north america,300
What is the presence of Ae.albopictus in North America?,"has been in many areas of the US, since 1985, primarily in Florida [32] and since then has expanded its range in the country.",9429.0,False,2520.0,presence ae albopictus north america,many areas us since 1985 primarily florida 32 since expanded range country
What percentage of newborns were infected from their mother?,50%,11218.0,False,2521.0,percentage newborns infected mother,50
What has been some instances of mother to  fetus transmission?,congenital illness and fetal death,11449.0,False,2522.0,instances mother fetus transmission,congenital illness fetal death
What  did the studies reveal regarding transmission from mothers during perinatal period?,"During the 2005-2006 La Reunion Island outbreaks, Ramful et al. discovered that mothers could transmit CHIKV to their progeny during the perinatal period (Day 24 to Day +1) [33, 34] , and it is associated with a high degree of morbidity. By mean Day 4 of life, all of the neonates were symptomatic for CHIKV, exhibiting common CHIKF symptoms.",11492.0,False,2523.0,studies reveal regarding transmission mothers perinatal period,2005 2006 la reunion island outbreaks ramful et al discovered mothers could transmit chikv progeny perinatal period day 24 day 1 33 34 associated high degree morbidity mean day 4 life neonates symptomatic chikv exhibiting common chikf symptoms
What is theorized regarding transmission?,motherto-child transmission most likely happens transplacentally shortly before delivery,12096.0,False,2524.0,theorized regarding transmission,motherto child transmission likely happens transplacentally shortly delivery
What did the study report?,neonatal infection associated with intrapartum maternal viremia that progressed to develop encephalitis owing to vertical transmission from infected mothers ,12254.0,False,2525.0,study report,neonatal infection associated intrapartum maternal viremia progressed develop encephalitis owing vertical transmission infected mothers
What is a conclusion of this report?, DNA vaccines could play a major role in combating CHIKV,24357.0,False,2526.0,conclusion report,dna vaccines could play major role combating chikv
What is a conclusion of this report?,Vaccines are literally a critical component of CHIKV disease control and therefore research in this area is highly encouraged. ,24421.0,False,2527.0,conclusion report,vaccines literally critical component chikv disease control therefore research area highly encouraged
What is the NIAID designation of CHIKV?,as a Category C pathogen alongside the influenza and SARS-CoV viruses ,22921.0,False,2528.0,niaid designation chikv,category c pathogen alongside influenza sars cov viruses
What are the strengths and advantages of DNA based vaccine?, its ability to induce cross-reactive immune responses against the three distinct phylogenetic groups of CHIKV. Also DNA-based vaccines can be produced more rapidly than protein-based vaccines.,20667.0,False,2529.0,strengths advantages dna based vaccine,ability induce cross reactive immune responses three distinct phylogenetic groups chikv also dna based vaccines produced rapidly protein based vaccines
How many facilities were monitored in this study?,two,1004.0,False,4250.0,many facilities monitored study,two
What percentage of facilities believed they were adequately equipped to handle Ebola virus disease?,25.74%,1524.0,False,4251.0,percentage facilities believed adequately equipped handle ebola virus disease,25 74
How many facilities believed they were adequately equipped to handle Ebla virus disease?,26,1536.0,False,4252.0,many facilities believed adequately equipped handle ebla virus disease,26
How many healthcare workers would be willing to continue working during the Ebola virus outbreak?,less than 50%,16830.0,False,4253.0,many healthcare workers would willing continue working ebola virus outbreak,less 50
What does the study suggest would make healthcare workers more willing to care for patients during an Ebola virus outbreak?,"if HCWs are assured or guaranteed that they and or their families would be taken care of in case of death or while taking care of an EVD case,",17089.0,False,4254.0,study suggest would make healthcare workers willing care patients ebola virus outbreak,hcws assured guaranteed families would taken care case death taking care evd case
